id_venta,id_cliente,producto,categoria,unidades,precio_unitario,ciudad,fecha,importe
3670,412,Refresco,Bebida,6,1.62,Sevilla,2026-01-15,9.72
3671,119,Pizza,Comida,4,2.44,Madrid,2026-04-03,9.76
3672,341,Agua,Bebida,6,5.66,Bilbao,2026-06-09,33.96
3673,153,Agua,Bebida,1,12.52,Valencia,2026-03-21,12.52
3674,238,Hamburguesa,Comida,5,12.24,Sevilla,2026-05-11,61.2
3675,299,Refresco,Bebida,1,9.05,Bilbao,2026-02-20,9.05
3676,236,Cafe,Bebida,5,14.23,Valencia,2026-04-19,71.15
3677,297,Agua,Bebida,3,14.55,Madrid,2026-05-18,43.650000000000006
3678,242,Cafe,Bebida,5,2.89,Bilbao,2026-04-15,14.450000000000001
3679,380,Patatas,Comida,6,2.53,Bilbao,2026-03-14,15.18
3680,18,Pizza,Comida,3,8.97,Madrid,2026-02-08,26.910000000000004
3681,161,Pizza,Comida,2,6.41,Sevilla,2026-04-19,12.82
3682,469,Agua,Bebida,6,5.18,Madrid,2026-04-06,31.08
3683,380,Refresco,Bebida,3,1.89,Bilbao,2026-04-26,5.67
3684,459,Pizza,Comida,4,4.64,Sevilla,2026-05-03,18.56
3685,70,Cafe,Bebida,1,6.85,Valencia,2026-02-05,6.85
3686,415,Agua,Bebida,4,11.08,Valencia,2026-06-14,44.32
3687,106,Hamburguesa,Comida,6,14.09,Bilbao,2026-01-22,84.53999999999999
3688,248,Ensalada,Comida,2,8.31,Madrid,2026-03-15,16.62
3689,320,Ensalada,Comida,1,5.87,Sevilla,2026-06-04,5.87
3690,424,Cafe,Bebida,1,14.32,Madrid,2026-05-03,14.32
3691,381,Pizza,Comida,3,8.77,Sevilla,2026-05-11,26.31
3692,140,Ensalada,Comida,6,11.66,Madrid,2026-01-15,69.96000000000001
3693,176,Hamburguesa,Comida,1,10.86,Valencia,2026-06-16,10.86
3694,443,Pizza,Comida,5,10.35,Bilbao,2026-04-04,51.75
3695,277,Patatas,Comida,5,9.87,Madrid,2026-04-30,49.349999999999994
3696,98,Cafe,Bebida,1,9.94,Bilbao,2026-02-25,9.94
3697,484,Cafe,Bebida,3,13.68,Madrid,2026-04-10,41.04
3698,185,Pizza,Comida,3,10.15,Valencia,2026-04-25,30.450000000000003
3699,221,Pizza,Comida,3,5.82,Bilbao,2026-04-04,17.46
3700,414,Refresco,Bebida,3,8.15,Madrid,2026-02-23,24.450000000000003
3701,105,Hamburguesa,Comida,3,12.76,Madrid,2026-04-11,38.28
3702,277,Cafe,Bebida,5,12.36,Madrid,2026-02-28,61.8
3703,112,Ensalada,Comida,1,5.03,Madrid,2026-06-16,5.03
3704,318,Hamburguesa,Comida,2,13.01,Bilbao,2026-06-29,26.02
3705,259,Refresco,Bebida,6,2.34,Madrid,2026-03-02,14.04
3706,269,Ensalada,Comida,5,5.02,Madrid,2026-04-03,25.099999999999998
3707,458,Ensalada,Comida,5,4.48,Valencia,2026-01-20,22.400000000000002
3708,149,Refresco,Bebida,2,10.39,Madrid,2026-06-28,20.78
3709,470,Agua,Bebida,4,9.27,Valencia,2026-04-18,37.08
3710,328,Ensalada,Comida,3,1.14,Valencia,2026-01-07,3.42
3711,344,Ensalada,Comida,3,5.2,Sevilla,2026-06-22,15.600000000000001
3712,61,Ensalada,Comida,6,2.06,Valencia,2026-01-14,12.36
3713,248,Cafe,Bebida,1,10.33,Madrid,2026-01-01,10.33
3714,118,Ensalada,Comida,4,3.51,Madrid,2026-03-18,14.04
3715,17,Cafe,Bebida,1,3.14,Bilbao,2026-02-18,3.14
3716,216,Patatas,Comida,2,7.76,Madrid,2026-05-19,15.52
3717,90,Cafe,Bebida,2,12.61,Bilbao,2026-01-15,25.22
3718,148,Hamburguesa,Comida,5,5.01,Bilbao,2026-01-07,25.049999999999997
3719,182,Pizza,Comida,6,8.16,Sevilla,2026-02-12,48.96
3720,480,Cafe,Bebida,6,2.16,Valencia,2026-05-21,12.96
3721,321,Ensalada,Comida,4,5.99,Valencia,2026-03-24,23.96
3722,115,Refresco,Bebida,3,9.25,Sevilla,2026-05-03,27.75
3723,298,Pizza,Comida,2,13.97,Sevilla,2026-06-21,27.94
3724,185,Ensalada,Comida,4,10.05,Sevilla,2026-03-18,40.2
3725,153,Refresco,Bebida,6,3.52,Madrid,2026-04-25,21.12
3726,269,Agua,Bebida,2,12.44,Sevilla,2026-03-20,24.88
3727,99,Ensalada,Comida,3,6.37,Valencia,2026-03-17,19.11
3728,27,Agua,Bebida,5,2.18,Valencia,2026-01-16,10.9
3729,264,Ensalada,Comida,2,7.07,Bilbao,2026-05-26,14.14
3730,75,Ensalada,Comida,3,6.61,Bilbao,2026-01-15,19.830000000000002
3731,362,Pizza,Comida,6,5.29,Sevilla,2026-03-26,31.740000000000002
3732,127,Refresco,Bebida,1,5.36,Valencia,2026-05-03,5.36
3733,402,Refresco,Bebida,4,6.1,Sevilla,2026-04-04,24.4
3734,11,Hamburguesa,Comida,5,12.39,Bilbao,2026-01-18,61.95
3735,433,Patatas,Comida,1,14.41,Bilbao,2026-02-02,14.41
3736,99,Cafe,Bebida,1,2.04,Valencia,2026-05-22,2.04
3737,455,Pizza,Comida,4,2.51,Sevilla,2026-01-27,10.04
3738,326,Pizza,Comida,5,2.5,Madrid,2026-05-27,12.5
3739,282,Patatas,Comida,5,12.21,Valencia,2026-04-24,61.050000000000004
3740,389,Patatas,Comida,6,10.11,Bilbao,2026-03-20,60.66
3741,438,Agua,Bebida,5,4.48,Sevilla,2026-05-26,22.400000000000002
3742,355,Hamburguesa,Comida,6,5.05,Valencia,2026-02-25,30.299999999999997
3743,366,Agua,Bebida,5,7.66,Valencia,2026-03-28,38.3
3744,182,Refresco,Bebida,4,10.19,Bilbao,2026-05-01,40.76
3745,307,Patatas,Comida,4,14.66,Madrid,2026-01-28,58.64
3746,43,Pizza,Comida,4,1.29,Valencia,2026-05-07,5.16
3747,407,Hamburguesa,Comida,1,12.59,Bilbao,2026-06-02,12.59
3748,278,Agua,Bebida,6,10.44,Valencia,2026-02-28,62.64
3749,365,Pizza,Comida,1,11.1,Sevilla,2026-02-27,11.1
3750,439,Patatas,Comida,2,1.22,Sevilla,2026-06-20,2.44
3751,275,Patatas,Comida,1,8.33,Sevilla,2026-01-09,8.33
3752,334,Ensalada,Comida,1,10.79,Valencia,2026-03-12,10.79
3753,274,Refresco,Bebida,3,3.53,Madrid,2026-02-23,10.59
3754,483,Patatas,Comida,3,13.91,Bilbao,2026-06-03,41.730000000000004
3755,16,Hamburguesa,Comida,1,4.16,Valencia,2026-02-25,4.16
3756,431,Hamburguesa,Comida,3,2.2,Bilbao,2026-03-06,6.6000000000000005
3757,226,Agua,Bebida,1,3.91,Sevilla,2026-01-18,3.91
3758,224,Pizza,Comida,2,9.08,Valencia,2026-04-05,18.16
3759,172,Ensalada,Comida,4,8.96,Madrid,2026-04-03,35.84
3760,141,Patatas,Comida,5,10.65,Valencia,2026-03-06,53.25
3761,10,Refresco,Bebida,6,6.27,Bilbao,2026-02-03,37.62
3762,66,Patatas,Comida,4,14.57,Valencia,2026-03-19,58.28
3763,311,Agua,Bebida,3,5.12,Madrid,2026-03-10,15.36
3764,147,Agua,Bebida,5,14.32,Valencia,2026-04-19,71.6
3765,428,Patatas,Comida,2,4.99,Madrid,2026-02-22,9.98
3766,222,Refresco,Bebida,1,5.59,Bilbao,2026-03-19,5.59
3767,349,Patatas,Comida,1,7.83,Valencia,2026-02-10,7.83
3768,494,Ensalada,Comida,1,9.4,Valencia,2026-01-27,9.4
3769,403,Ensalada,Comida,6,10.43,Madrid,2026-05-21,62.58
3770,44,Pizza,Comida,4,8.27,Bilbao,2026-06-17,33.08
3771,377,Patatas,Comida,4,6.39,Sevilla,2026-02-02,25.56
3772,489,Patatas,Comida,5,7.22,Madrid,2026-04-30,36.1
3773,320,Ensalada,Comida,4,4.28,Bilbao,2026-02-28,17.12
3774,239,Refresco,Bebida,5,2.37,Sevilla,2026-06-08,11.850000000000001
3775,275,Ensalada,Comida,6,8.24,Sevilla,2026-06-04,49.44
3776,264,Patatas,Comida,1,8.97,Valencia,2026-03-18,8.97
3777,238,Cafe,Bebida,3,3.42,Bilbao,2026-06-03,10.26
3778,388,Cafe,Bebida,5,2.99,Bilbao,2026-06-11,14.950000000000001
3779,80,Hamburguesa,Comida,3,12.72,Madrid,2026-02-20,38.160000000000004
3780,412,Ensalada,Comida,4,12.91,Madrid,2026-05-09,51.64
3781,404,Hamburguesa,Comida,2,1.41,Madrid,2026-04-08,2.82
3782,411,Ensalada,Comida,3,6.75,Sevilla,2026-04-10,20.25
3783,215,Agua,Bebida,1,7.26,Sevilla,2026-03-04,7.26
3784,355,Cafe,Bebida,4,2.13,Valencia,2026-04-21,8.52
3785,188,Refresco,Bebida,4,11.01,Sevilla,2026-06-12,44.04
3786,327,Cafe,Bebida,3,5.08,Bilbao,2026-02-23,15.24
3787,88,Hamburguesa,Comida,4,2.9,Bilbao,2026-05-17,11.6
3788,69,Ensalada,Comida,2,5.14,Bilbao,2026-05-25,10.28
3789,344,Pizza,Comida,5,7.02,Valencia,2026-04-04,35.099999999999994
3790,398,Cafe,Bebida,4,8.66,Bilbao,2026-06-06,34.64
3791,171,Ensalada,Comida,5,14.19,Sevilla,2026-04-20,70.95
3792,84,Agua,Bebida,6,8.05,Bilbao,2026-05-09,48.300000000000004
3793,156,Refresco,Bebida,6,1.41,Valencia,2026-04-13,8.459999999999999
3794,9,Cafe,Bebida,3,14.38,Valencia,2026-01-02,43.14
3795,476,Pizza,Comida,4,3.42,Madrid,2026-05-15,13.68
3796,237,Refresco,Bebida,1,6.02,Bilbao,2026-03-21,6.02
3797,250,Patatas,Comida,6,11.78,Valencia,2026-05-19,70.67999999999999
3798,196,Pizza,Comida,1,8.82,Sevilla,2026-02-01,8.82
3799,266,Agua,Bebida,1,8.56,Sevilla,2026-02-10,8.56
3800,301,Hamburguesa,Comida,6,2.93,Madrid,2026-06-02,17.580000000000002
3801,478,Patatas,Comida,5,3.58,Bilbao,2026-03-16,17.9
3802,99,Agua,Bebida,3,4.78,Sevilla,2026-02-06,14.34
3803,49,Pizza,Comida,4,12.15,Sevilla,2026-04-18,48.6
3804,224,Cafe,Bebida,2,4.53,Valencia,2026-04-15,9.06
3805,298,Refresco,Bebida,3,7.24,Madrid,2026-04-25,21.72
3806,31,Ensalada,Comida,4,1.78,Sevilla,2026-01-29,7.12
3807,252,Hamburguesa,Comida,1,6.25,Bilbao,2026-01-22,6.25
3808,298,Ensalada,Comida,5,14.79,Bilbao,2026-05-07,73.94999999999999
3809,259,Agua,Bebida,3,6.63,Sevilla,2026-06-29,19.89
3810,94,Cafe,Bebida,6,5.72,Sevilla,2026-04-15,34.32
3811,474,Ensalada,Comida,4,9.34,Madrid,2026-03-20,37.36
3812,362,Cafe,Bebida,6,8.59,Valencia,2026-05-19,51.54
3813,107,Refresco,Bebida,5,5.76,Sevilla,2026-01-01,28.799999999999997
3814,497,Pizza,Comida,2,4.93,Valencia,2026-05-26,9.86
3815,386,Hamburguesa,Comida,1,9.3,Sevilla,2026-05-17,9.3
3816,62,Ensalada,Comida,3,9.51,Valencia,2026-04-01,28.53
3817,285,Agua,Bebida,6,8.07,Sevilla,2026-01-22,48.42
3818,48,Refresco,Bebida,2,4.82,Bilbao,2026-01-20,9.64
3819,458,Ensalada,Comida,6,14.13,Valencia,2026-01-18,84.78
3820,383,Pizza,Comida,1,8.72,Sevilla,2026-05-13,8.72
3821,216,Refresco,Bebida,6,8.39,Valencia,2026-05-30,50.34
3822,487,Cafe,Bebida,1,7.04,Madrid,2026-03-29,7.04
3823,410,Refresco,Bebida,4,14.73,Bilbao,2026-06-01,58.92
3824,130,Cafe,Bebida,1,13.32,Bilbao,2026-05-30,13.32
3825,249,Hamburguesa,Comida,4,8.32,Sevilla,2026-01-25,33.28
3826,246,Cafe,Bebida,6,8.14,Sevilla,2026-03-26,48.84
3827,454,Patatas,Comida,6,13.46,Madrid,2026-04-14,80.76
3828,335,Cafe,Bebida,1,8.75,Bilbao,2026-03-27,8.75
3829,37,Ensalada,Comida,5,8.49,Sevilla,2026-02-23,42.45
3830,230,Pizza,Comida,5,5.8,Valencia,2026-02-26,29.0
3831,2,Hamburguesa,Comida,3,2.2,Madrid,2026-06-08,6.6000000000000005
3832,108,Pizza,Comida,2,3.64,Valencia,2026-03-14,7.28
3833,420,Hamburguesa,Comida,1,13.59,Bilbao,2026-01-14,13.59
3834,308,Patatas,Comida,5,12.05,Bilbao,2026-04-02,60.25
3835,221,Agua,Bebida,4,8.06,Bilbao,2026-06-28,32.24
3836,359,Cafe,Bebida,3,9.16,Madrid,2026-04-05,27.48
3837,460,Refresco,Bebida,3,4.55,Sevilla,2026-04-12,13.649999999999999
3838,286,Ensalada,Comida,6,2.51,Valencia,2026-01-13,15.059999999999999
3839,284,Cafe,Bebida,2,3.59,Sevilla,2026-02-15,7.18
3840,139,Agua,Bebida,1,4.46,Sevilla,2026-01-26,4.46
3841,235,Hamburguesa,Comida,3,10.3,Madrid,2026-01-14,30.900000000000002
3842,212,Refresco,Bebida,1,4.54,Madrid,2026-01-11,4.54
3843,83,Cafe,Bebida,3,9.96,Madrid,2026-06-25,29.880000000000003
3844,382,Cafe,Bebida,5,9.99,Bilbao,2026-05-09,49.95
3845,130,Agua,Bebida,2,11.36,Valencia,2026-01-23,22.72
3846,204,Refresco,Bebida,1,10.43,Madrid,2026-04-11,10.43
3847,65,Agua,Bebida,6,8.59,Bilbao,2026-01-22,51.54
3848,142,Ensalada,Comida,4,11.67,Madrid,2026-01-26,46.68
3849,383,Ensalada,Comida,4,9.24,Madrid,2026-04-08,36.96
3850,406,Agua,Bebida,2,13.33,Bilbao,2026-02-06,26.66
3851,99,Pizza,Comida,1,6.53,Sevilla,2026-03-05,6.53
3852,225,Ensalada,Comida,6,6.95,Valencia,2026-04-23,41.7
3853,135,Agua,Bebida,3,5.5,Sevilla,2026-05-06,16.5
3854,287,Hamburguesa,Comida,6,2.4,Sevilla,2026-02-28,14.399999999999999
3855,226,Refresco,Bebida,6,10.01,Madrid,2026-04-01,60.06
3856,76,Cafe,Bebida,1,5.92,Bilbao,2026-03-11,5.92
3857,194,Agua,Bebida,1,6.96,Bilbao,2026-03-01,6.96
3858,361,Patatas,Comida,5,14.08,Bilbao,2026-02-14,70.4
3859,195,Refresco,Bebida,1,8.38,Valencia,2026-02-03,8.38
3860,196,Refresco,Bebida,1,5.92,Valencia,2026-01-28,5.92
3861,290,Refresco,Bebida,5,7.46,Valencia,2026-03-15,37.3
3862,314,Hamburguesa,Comida,4,7.45,Valencia,2026-03-14,29.8
3863,471,Agua,Bebida,2,12.26,Sevilla,2026-03-03,24.52
3864,111,Ensalada,Comida,1,7.14,Madrid,2026-04-16,7.14
3865,204,Cafe,Bebida,3,13.59,Valencia,2026-03-13,40.769999999999996
3866,134,Patatas,Comida,5,3.7,Bilbao,2026-05-10,18.5
3867,401,Agua,Bebida,1,2.53,Valencia,2026-05-15,2.53
3868,141,Patatas,Comida,3,9.49,Bilbao,2026-02-28,28.47
3869,187,Agua,Bebida,2,1.75,Madrid,2026-03-27,3.5
3870,394,Agua,Bebida,3,14.82,Sevilla,2026-01-07,44.46
3871,177,Cafe,Bebida,1,13.58,Bilbao,2026-05-13,13.58
3872,292,Patatas,Comida,2,7.36,Valencia,2026-05-13,14.72
3873,82,Patatas,Comida,4,9.81,Bilbao,2026-05-26,39.24
3874,318,Pizza,Comida,3,7.98,Bilbao,2026-01-10,23.94
3875,348,Ensalada,Comida,6,5.18,Madrid,2026-03-04,31.08
3876,58,Cafe,Bebida,6,12.35,Valencia,2026-04-26,74.1
3877,444,Ensalada,Comida,3,6.16,Madrid,2026-01-02,18.48
3878,155,Pizza,Comida,4,9.35,Sevilla,2026-02-07,37.4
3879,418,Hamburguesa,Comida,6,3.73,Madrid,2026-02-06,22.38
3880,235,Agua,Bebida,6,2.68,Valencia,2026-06-30,16.080000000000002
3881,208,Hamburguesa,Comida,2,3.27,Bilbao,2026-05-11,6.54
3882,172,Agua,Bebida,6,8.67,Madrid,2026-03-04,52.019999999999996
3883,448,Refresco,Bebida,6,5.71,Valencia,2026-01-06,34.26
3884,336,Patatas,Comida,2,4.02,Bilbao,2026-06-08,8.04
3885,292,Refresco,Bebida,2,14.9,Valencia,2026-02-20,29.8
3886,475,Cafe,Bebida,4,12.77,Madrid,2026-03-03,51.08
3887,320,Refresco,Bebida,3,9.59,Madrid,2026-04-05,28.77
3888,135,Pizza,Comida,1,10.88,Bilbao,2026-02-26,10.88
3889,273,Agua,Bebida,6,11.14,Bilbao,2026-02-26,66.84
3890,399,Cafe,Bebida,4,5.51,Bilbao,2026-04-26,22.04
3891,314,Cafe,Bebida,3,10.0,Madrid,2026-06-08,30.0
3892,464,Hamburguesa,Comida,6,2.32,Bilbao,2026-01-25,13.919999999999998
3893,315,Hamburguesa,Comida,5,2.29,Sevilla,2026-01-18,11.45
3894,95,Patatas,Comida,4,9.03,Madrid,2026-05-01,36.12
3895,207,Agua,Bebida,2,7.4,Sevilla,2026-01-30,14.8
3896,142,Hamburguesa,Comida,2,7.56,Valencia,2026-02-26,15.12
3897,183,Hamburguesa,Comida,5,10.5,Valencia,2026-04-06,52.5
3898,379,Cafe,Bebida,6,14.62,Sevilla,2026-06-07,87.72
3899,99,Agua,Bebida,2,3.78,Bilbao,2026-01-13,7.56
3900,75,Cafe,Bebida,2,8.52,Sevilla,2026-04-08,17.04
3901,226,Pizza,Comida,1,2.4,Bilbao,2026-03-18,2.4
3902,471,Agua,Bebida,6,7.91,Sevilla,2026-03-30,47.46
3903,125,Cafe,Bebida,3,10.16,Bilbao,2026-05-12,30.48
3904,107,Agua,Bebida,5,13.52,Sevilla,2026-01-11,67.6
3905,483,Hamburguesa,Comida,5,3.17,Sevilla,2026-01-31,15.85
3906,68,Hamburguesa,Comida,5,8.49,Madrid,2026-06-02,42.45
3907,270,Hamburguesa,Comida,2,8.01,Bilbao,2026-02-26,16.02
3908,9,Ensalada,Comida,2,11.55,Sevilla,2026-05-07,23.1
3909,482,Hamburguesa,Comida,1,12.83,Bilbao,2026-03-07,12.83
3910,96,Pizza,Comida,3,10.41,Bilbao,2026-06-13,31.23
3911,316,Ensalada,Comida,3,13.56,Valencia,2026-01-01,40.68
3912,489,Cafe,Bebida,6,14.9,Madrid,2026-01-08,89.4
3913,69,Pizza,Comida,1,11.87,Valencia,2026-03-11,11.87
3914,142,Cafe,Bebida,5,4.53,Madrid,2026-01-20,22.650000000000002
3915,362,Agua,Bebida,1,13.74,Sevilla,2026-06-17,13.74
3916,404,Patatas,Comida,5,12.0,Madrid,2026-03-16,60.0
3917,318,Patatas,Comida,5,6.97,Valencia,2026-01-18,34.85
3918,11,Pizza,Comida,1,3.85,Valencia,2026-06-13,3.85
3919,164,Patatas,Comida,4,5.5,Valencia,2026-03-28,22.0
3920,219,Agua,Bebida,6,12.82,Valencia,2026-04-01,76.92
3921,155,Refresco,Bebida,3,2.21,Valencia,2026-02-02,6.63
3922,55,Patatas,Comida,5,10.87,Sevilla,2026-04-07,54.349999999999994
3923,321,Patatas,Comida,6,1.7,Valencia,2026-04-12,10.2
3924,68,Refresco,Bebida,1,9.19,Sevilla,2026-02-10,9.19
3925,204,Patatas,Comida,1,1.45,Sevilla,2026-02-05,1.45
3926,194,Patatas,Comida,2,8.94,Valencia,2026-03-08,17.88
3927,56,Pizza,Comida,5,8.66,Sevilla,2026-05-26,43.3
3928,484,Ensalada,Comida,6,6.34,Valencia,2026-06-03,38.04
3929,399,Ensalada,Comida,4,5.77,Sevilla,2026-03-18,23.08
3930,453,Ensalada,Comida,1,6.48,Bilbao,2026-03-18,6.48
3931,409,Refresco,Bebida,5,9.74,Sevilla,2026-06-08,48.7
3932,472,Agua,Bebida,2,14.88,Madrid,2026-02-21,29.76
3933,120,Patatas,Comida,1,5.67,Madrid,2026-04-10,5.67
3934,379,Hamburguesa,Comida,6,12.46,Valencia,2026-02-26,74.76
3935,258,Ensalada,Comida,6,9.1,Madrid,2026-04-23,54.599999999999994
3936,297,Ensalada,Comida,6,13.81,Bilbao,2026-02-20,82.86
3937,25,Ensalada,Comida,1,2.61,Bilbao,2026-04-07,2.61
3938,432,Pizza,Comida,1,5.11,Sevilla,2026-04-15,5.11
3939,186,Patatas,Comida,5,1.09,Bilbao,2026-05-02,5.45
3940,371,Patatas,Comida,1,6.43,Madrid,2026-05-20,6.43
3941,269,Agua,Bebida,1,14.06,Bilbao,2026-05-14,14.06
3942,146,Pizza,Comida,2,6.34,Valencia,2026-04-09,12.68
3943,275,Agua,Bebida,2,12.17,Sevilla,2026-02-09,24.34
3944,456,Refresco,Bebida,5,9.13,Bilbao,2026-01-08,45.650000000000006
3945,427,Ensalada,Comida,3,5.88,Madrid,2026-01-23,17.64
3946,368,Pizza,Comida,2,10.9,Madrid,2026-05-23,21.8
3947,451,Agua,Bebida,6,3.47,Madrid,2026-03-24,20.82
3948,449,Patatas,Comida,3,9.69,Bilbao,2026-04-06,29.07
3949,81,Ensalada,Comida,2,13.36,Madrid,2026-04-12,26.72
3950,237,Refresco,Bebida,2,9.75,Sevilla,2026-03-05,19.5
3951,99,Cafe,Bebida,1,1.39,Madrid,2026-05-31,1.39
3952,150,Cafe,Bebida,3,4.99,Bilbao,2026-05-30,14.97
3953,77,Ensalada,Comida,2,12.98,Madrid,2026-04-12,25.96
3954,473,Refresco,Bebida,3,8.56,Bilbao,2026-03-03,25.68
3955,238,Ensalada,Comida,6,5.19,Madrid,2026-01-21,31.14
3956,471,Patatas,Comida,6,12.71,Valencia,2026-06-01,76.26
3957,213,Cafe,Bebida,3,5.03,Bilbao,2026-06-19,15.09
3958,92,Refresco,Bebida,6,11.86,Sevilla,2026-04-02,71.16
3959,196,Hamburguesa,Comida,5,1.63,Sevilla,2026-01-26,8.149999999999999
3960,460,Cafe,Bebida,1,13.03,Bilbao,2026-06-12,13.03
3961,67,Refresco,Bebida,3,6.68,Madrid,2026-02-02,20.04
3962,33,Cafe,Bebida,5,9.19,Valencia,2026-06-10,45.949999999999996
3963,63,Cafe,Bebida,4,4.81,Madrid,2026-05-20,19.24
3964,180,Ensalada,Comida,5,14.84,Bilbao,2026-01-07,74.2
3965,171,Agua,Bebida,1,6.38,Bilbao,2026-06-13,6.38
3966,112,Cafe,Bebida,5,11.37,Bilbao,2026-03-22,56.849999999999994
3967,463,Cafe,Bebida,5,9.19,Sevilla,2026-01-15,45.949999999999996
3968,47,Cafe,Bebida,2,5.81,Sevilla,2026-03-07,11.62
3969,50,Agua,Bebida,5,3.96,Madrid,2026-03-29,19.8
3970,78,Cafe,Bebida,3,2.31,Valencia,2026-01-14,6.93
3971,177,Patatas,Comida,4,12.16,Bilbao,2026-03-12,48.64
3972,164,Refresco,Bebida,4,1.58,Sevilla,2026-04-14,6.32
3973,461,Ensalada,Comida,6,1.99,Sevilla,2026-05-02,11.94
3974,392,Hamburguesa,Comida,6,8.9,Valencia,2026-05-03,53.400000000000006
3975,468,Agua,Bebida,4,8.67,Valencia,2026-05-15,34.68
3976,28,Pizza,Comida,6,5.3,Sevilla,2026-01-04,31.799999999999997
3977,297,Patatas,Comida,5,11.88,Sevilla,2026-03-25,59.400000000000006
3978,384,Cafe,Bebida,1,10.76,Bilbao,2026-06-30,10.76
3979,329,Patatas,Comida,4,1.1,Bilbao,2026-05-18,4.4
3980,56,Cafe,Bebida,5,9.97,Valencia,2026-04-27,49.85
3981,165,Hamburguesa,Comida,4,10.0,Valencia,2026-04-23,40.0
3982,357,Refresco,Bebida,2,8.75,Valencia,2026-06-15,17.5
3983,464,Patatas,Comida,3,7.36,Valencia,2026-03-25,22.080000000000002
3984,316,Refresco,Bebida,5,1.16,Bilbao,2026-06-05,5.8
3985,137,Refresco,Bebida,3,5.61,Madrid,2026-02-17,16.830000000000002
3986,148,Patatas,Comida,4,13.84,Bilbao,2026-01-13,55.36
3987,352,Pizza,Comida,3,4.39,Valencia,2026-01-12,13.169999999999998
3988,104,Ensalada,Comida,3,9.97,Bilbao,2026-01-13,29.910000000000004
3989,462,Hamburguesa,Comida,1,10.43,Bilbao,2026-06-07,10.43
3990,5,Agua,Bebida,5,10.25,Sevilla,2026-02-23,51.25
3991,230,Hamburguesa,Comida,1,3.62,Madrid,2026-04-18,3.62
3992,130,Ensalada,Comida,3,2.32,Sevilla,2026-02-22,6.959999999999999
3993,412,Patatas,Comida,4,3.07,Bilbao,2026-02-22,12.28
3994,161,Refresco,Bebida,6,10.71,Madrid,2026-04-20,64.26
3995,296,Patatas,Comida,3,11.66,Sevilla,2026-01-02,34.980000000000004
3996,322,Patatas,Comida,6,11.6,Bilbao,2026-06-20,69.6
3997,40,Ensalada,Comida,4,9.27,Bilbao,2026-03-09,37.08
3998,182,Agua,Bebida,6,3.07,Madrid,2026-04-26,18.419999999999998
3999,108,Cafe,Bebida,3,11.16,Sevilla,2026-01-10,33.480000000000004
4000,426,Agua,Bebida,1,3.5,Bilbao,2026-01-05,3.5
4001,238,Refresco,Bebida,4,1.29,Sevilla,2026-05-28,5.16
4002,292,Agua,Bebida,5,14.43,Madrid,2026-02-16,72.15
4003,274,Patatas,Comida,3,8.94,Madrid,2026-02-12,26.82
4004,30,Agua,Bebida,3,14.87,Bilbao,2026-04-24,44.61
4005,451,Cafe,Bebida,5,3.52,Madrid,2026-01-25,17.6
4006,192,Refresco,Bebida,2,3.47,Sevilla,2026-05-10,6.94
4007,301,Hamburguesa,Comida,1,9.08,Valencia,2026-02-26,9.08
4008,320,Patatas,Comida,1,11.59,Bilbao,2026-01-16,11.59
4009,116,Refresco,Bebida,4,2.63,Valencia,2026-03-12,10.52
4010,466,Cafe,Bebida,5,13.08,Valencia,2026-02-04,65.4
4011,277,Ensalada,Comida,1,5.67,Madrid,2026-04-11,5.67
4012,459,Hamburguesa,Comida,2,3.4,Sevilla,2026-03-20,6.8
4013,353,Agua,Bebida,6,1.73,Madrid,2026-03-01,10.379999999999999
4014,22,Cafe,Bebida,1,3.95,Madrid,2026-03-21,3.95
4015,359,Agua,Bebida,3,12.99,Valencia,2026-04-18,38.97
4016,400,Patatas,Comida,4,7.73,Sevilla,2026-03-13,30.92
4017,76,Hamburguesa,Comida,1,8.38,Sevilla,2026-04-30,8.38
4018,435,Cafe,Bebida,3,9.53,Sevilla,2026-01-27,28.589999999999996
4019,21,Hamburguesa,Comida,2,10.87,Madrid,2026-05-24,21.74
4020,184,Cafe,Bebida,1,4.88,Bilbao,2026-01-04,4.88
4021,101,Pizza,Comida,1,11.0,Madrid,2026-03-14,11.0
4022,150,Ensalada,Comida,2,7.32,Madrid,2026-06-26,14.64
4023,123,Cafe,Bebida,3,4.23,Bilbao,2026-05-12,12.690000000000001
4024,169,Pizza,Comida,2,5.17,Valencia,2026-01-28,10.34
4025,193,Hamburguesa,Comida,3,4.66,Bilbao,2026-05-30,13.98
4026,36,Refresco,Bebida,4,2.1,Bilbao,2026-03-04,8.4
4027,443,Cafe,Bebida,1,14.22,Valencia,2026-01-11,14.22
4028,308,Pizza,Comida,3,12.81,Valencia,2026-01-13,38.43
4029,167,Pizza,Comida,5,5.33,Valencia,2026-02-27,26.65
4030,379,Patatas,Comida,2,13.42,Sevilla,2026-03-19,26.84
4031,5,Patatas,Comida,3,9.35,Madrid,2026-06-11,28.049999999999997
4032,174,Cafe,Bebida,3,13.84,Madrid,2026-02-17,41.519999999999996
4033,132,Refresco,Bebida,1,8.97,Bilbao,2026-03-07,8.97
4034,416,Agua,Bebida,2,2.12,Bilbao,2026-03-18,4.24
4035,316,Patatas,Comida,2,8.77,Bilbao,2026-06-19,17.54
4036,415,Cafe,Bebida,3,9.89,Bilbao,2026-05-19,29.67
